ID, Artist, Song, Genre
27054,Big Country,Where the Rose Is Sown,rock
27055,Big Country,Look Away,rock
27059,Bästard,The Hunt,rock
27061,Barry Manilow,Mandy,rock
27063,Barenaked Ladies,Enid,rock
27064,Big Audio Dynamite,The Bottom Line,rock
27065,Big Audio Dynamite,C’mon Every Beatbox,rock
27066,Big Audio Dynamite,Medicine Show,rock
27067,Big Audio Dynamite,V. Thirteen,rock
27068,Big Audio Dynamite,Just Play Music,rock
27069,Big Audio Dynamite,Free,rock
27072,BAP,Alles em Lot,rock
27074,BALZAC,The 4 Brothers Meet Misery Skull,rock
27078,Anssi Kela,Lähellä sua,rock
27079,Anssi Kela,Puistola,rock
27080,Anssi Kela,Viisi vuotta,rock
27081,Anssi Kela,Nolla,rock
27082,Anssi Kela,Piilopaikka,rock
27083,Anssi Kela,Levoton tyttö,rock
27084,Annie Lennox,Waiting In Vain,rock
27085,Annie Lennox,Pavement Cracks,rock
27086,Annie Lennox,I Put a Spell on You,rock
27087,Annie Lennox,Wonderful,rock
27088,Bobina-Betsie Larkin,You Belong To Me,rock
27089,John O’Callaghan-Betsie Larkin,Save This Moment,rock
27090,Betsie Larkin-Super8 & Tab,All We Have Is Now,rock
27091,Betsie Larkin,Obvious,rock
27092,Andrew Gold,Never Let Her Slip Away,rock
27093,Andrew Gold,One of Them Is Me,rock
27094,Andrew Gold,Thank You for Being a Friend,rock
27095,Andrew Gold,How Can This Be Love / Still You Linger On,rock
27096,Andrew Gold,I’m on My Way,rock
27097,Sigur Rós,Ekki Múkk,electronic
27098,Sigur Rós,Varúð,electronic
27099,Sigur Rós,Brennisteinn,electronic
27100,Sigur Rós,Ísjaki,electronic
27101,Sigur Rós,The Rains of Castamere,electronic
27102,Sigur Rós,Óveður,electronic
27103,Sigur Rós,Sigur 1/Sigur 9,electronic
27104,The 69 Eyes,Never Say Die,rock
27105,The 69 Eyes,Ghost,rock
27106,The 69 Eyes,Rocker,rock
27107,The 69 Eyes,Wrap Your Troubles in Dreams,rock
27108,The 69 Eyes,Dead Girls Are Easy,rock
27109,Ben Folds Five,Where's Summer B?,rock
27110,Ben Folds Five,Underground,rock
27111,Ben Folds Five,Battle of Who Could Care Less,rock
27112,Ben Folds Five,Kate,rock
27113,Ben Folds Five,One Angry Dwarf and 200 Solemn Faces,rock
27114,Ben Folds Five,Air,rock
27115,Ben Folds Five,Song for the Dumped,rock
27118,Beatsteaks,Summer,rock
27119,Beatsteaks,Hand in Hand,rock
27120,Beatsteaks,I Don’t Care as Long as You Sing,rock
27121,Beatsteaks,Hello Joe,rock
27122,Beatsteaks-Turbostaat,Frieda und die Bomben,rock
27123,Beatsteaks,.jane became insane,rock
27124,Beatsteaks,.cut off the top,rock
27125,Beat Happening,Look Around,rock
27126,Beat Happening,Angel Gone,rock
27127,Billy Bragg,Sexuality,rock
27128,Billy Bragg,You Woke Up My Neighbourhood,rock
27129,Billy Bragg,Accident Waiting to Happen,rock
27130,Billy Bragg,Upfield,rock
27131,Ash,Starcrossed,rock
27132,Ash,Renegade Cavalcade,rock
27133,Ash,You Can't Have It All,rock
27134,Ash,Polaris,rock
27135,Ash,End of the World,rock
27136,Ash,Return of White Rabbit,rock
27137,Ash,True Love 1980,rock
27145,Tomsk 7-Boris,Untitled / Mass Mercury,rock
27148,Bonnie Raitt-Bryan Adams,Rock Steady,rock
27150,Bobby Darin,Splish Splash,rock
27152,Bo Diddley,Bo Diddley / I'm a Man,rock
27159,blink‐182-Swindle,Lemmings,rock
27166,Big Country,The Teacher,rock
27167,Big Country,Beautiful People,rock
27168,Big Country,Alone,rock
27169,Big Country,Ships (Where Were You),rock
27170,Big Country,NON!,rock
27171,Big Country,See You / Perfect World,rock
27172,Big Country-Eddi Reader,Fragile Thing,rock
27177,Barry Manilow,Copacabana (At the Copa),rock
27178,Barry Manilow,Let's Hang On,rock
27179,Barry Manilow,I'd Really Love To See You Tonight,rock
27180,State of Grace-The Bardots-Barenaked Ladies,Free Thoughts,rock
27181,Barenaked Ladies,Brian Wilson,rock
27182,Barenaked Ladies,The Old Apartment,rock
27183,Barenaked Ladies,One Week,rock
27184,Barenaked Ladies,It's All Been Done,rock
27188,Big Audio Dynamite,I Turned Out a Punk,rock
27189,BAP,Widderlich,rock
27190,BAP,Wie die Sichel vum Mohnd,rock
27191,BAP,Ich danz met Dir,rock
27192,BAP,Weihnachtsnaach,rock
27193,BAP,Nix wie bessher,rock
27194,BAP,Lena,rock
27195,BALZAC,Neat Neat Neat,rock
27196,Misfits-BALZAC,Day the Earth Caught Fire,rock
27197,BALZAC,D.a.r.K.,rock
27198,BALZAC-Bela B.,Der Graf vs. Horrorpunks,rock
27204,Scandinavian Music Group-Anssi Kela,Kun tuuli oli viileä / Mikan faijan BMW,rock
27205,Ferry Corsten-Betsie Larkin,Not Coming Down,rock
27206,Gabriel & Dresden-Betsie Larkin,Play It Back,rock
27207,Andy Moor-Betsie Larkin,Love Again,rock
27208,Betsie Larkin-Solarstone,Breathe You In,rock
27209,Armin van Buuren-Rising Star-Betsie Larkin,Safe Inside You,rock
27210,The 69 Eyes,Red,rock
27211,The 69 Eyes,Borderline,rock
27212,The 69 Eyes,Tonight,rock
27213,The 69 Eyes,Love Runs Away,rock
27214,The 69 Eyes-Kat Von D,Rosary Blue,rock
27215,The 69 Eyes,Lost Without Love,rock
27216,Ben Folds Five,Army,rock
27217,Ben Folds Five,Don't Change Your Plans,rock
27218,Beatsteaks,.meantime,rock
27219,Beatsteaks,Hey Du (live),rock
27220,Beatsteaks,Milk & Honey,rock
27221,Beatsteaks,Cheap Comments,rock
27222,Beatsteaks,Automatic,rock
27223,Anti‐Flag-Donots-Beatsteaks-Billy Talent,Toast to Freedom,rock
27224,Beatsteaks-Turbostaat,Neat Neat Neat / Phobos Grunt,rock
27225,Beatsteaks,SaySaySay,rock
27226,Billy Bragg,The Boy Done Good / Sugar Daddy,rock
27227,Billy Bragg-Wilco,Way Over Yonder in the Minor Key,rock
27228,Billy Bragg,Take Down the Union Jack,rock
27229,Billy Bragg,I Keep Faith,rock
27230,Ash,Joy Kicks Darkness,rock
27231,Ash,Arcadia,rock
27232,Ash,Tracers,rock
27233,Ash,The Dead Disciples,rock
27234,Ash,Pripyat,rock
27235,Ash,Ichiban,rock
27236,Ash,Space Shot,rock
27247,BiS,My lxxx,rock
27251,Bryan Ferry,A Hard Rain's A-Gonna Fall,rock
27252,Boris,1970,rock
27253,The Dudley Corporation-Boris,The Dudley Corporation / Boris,rock
27254,Boris,A Bao A Qu,rock
27255,Boris,Statement,rock
27256,Boris,Japanese Heavy Rock Hits, Volume 1,rock
27257,Boris,Japanese Heavy Rock Hits, Volume 2,rock
27258,Broken Social Scene,Stars & Sons / KC Accidental,rock
27259,Bonnie Raitt,I Will Not Be Broken,rock
27260,Bonnie Raitt,Right Down the Line,rock
27262,Bobby Darin,Dream Lover,rock
27263,Bobby Darin,You Must Have Been a Beautiful Baby,rock
27264,Bobby Darin,You're the Reason I'm Living / Now You're Gone,rock
27272,Bo Diddley,Pretty Thing / Bring It to Jerome,rock
27273,Bo Diddley,Cops and Robbers / Down Home Special,rock
27274,Bo Diddley,Who Do You Love / I'm Bad,rock
27275,Bo Diddley,Hey! Bo Diddley / Mona,rock
27276,Bo Diddley,Call Me / Pills,rock
27277,Bo Diddley,Hey Good Lookin',rock
27278,Bright Eyes,Motion Sickness,rock
27285,Brian Setzer,Back Streets of Tokyo,rock
27297,David Byrne-Brian Eno,The Jezebel Spirit,rock
27299,blink‐182,Dick Lips,rock
27300,blink‐182,Apple Shampoo,rock
27301,blink‐182,Dammit (Growing Up),rock
27302,blink‐182,Josie (Everything's Gonna Be Fine),rock
27303,blink‐182,What’s My Age Again?,rock
27306,Barenaked Ladies,Call and Answer,rock
27307,Barenaked Ladies,Pinch Me,rock
27308,Barenaked Ladies,Too Little Too Late,rock
27309,Barenaked Ladies,Another Postcard,rock
27310,Barenaked Ladies,Big Bang Theory Theme,rock
27311,BAP,Ahnunfürsich,rock
27312,BAP,Rita, mir zwei,rock
27313,BAP,Mayday!,rock
27314,BAP,FC, jeff Jas! Aufstiegsversion,rock
27315,BAP,FC, jeff Jas! / Aff un zo,rock
27316,Beatsteaks,Ticket,rock
27317,Billy Bragg,Never Buy The Sun,rock
27318,Billy Bragg,No One Knows Nothing Anymore,rock
27319,Billy Bragg,Folk Goes Ska,rock
27320,Ash,Neon,rock
27321,Ash,Command,rock
27322,Ash-We Are Scientists,Washington Parks,rock
27323,Ash,Cocoon,rock
27328,Brenda Lee,Dynamite,rock
27329,Cop Shoot Cop,$10 Bill,rock
27330,Cop Shoot Cop,Room 429,rock
27338,BiS,nerve,rock
27339,BiS,primal.,rock
27341,BiS,IDOL,rock
27342,BiS,PPCC,rock
27343,BiS-Dorothy Little Happy,GET YOU,rock
27344,BiS,BiSimulation,rock
27345,BiS,DiE,rock
27348,Bryan Ferry,Let's Stick Together,rock
27349,Bryan Ferry,Sign of the Times,rock
27350,Bryan Ferry,Don't Stop the Dance,rock
27351,Bryan Ferry,Slave to Love,rock
27352,Bryan Ferry,Is Your Love Strong Enough (Extended Version),rock
27353,Bryan Ferry,Kiss and Tell,rock
27354,Bryan Ferry,The Price of Love,rock
27356,Cock Sparrer,Runnin' Riot,rock
27358,CMX,Musiikin ystävälliset kasvot,rock
27360,Boris,Japanese Heavy Rock Hits, Volume 3,rock
27361,Boris,Japanese Heavy Rock Hits, Volume 4,rock
27362,Boris-Saade,Czechoslovakia / Vrah,rock
27363,Boris-Heap,Big Peach / Noel Ford,rock
27364,Broken Social Scene,Cause = Time,rock
27365,Broken Social Scene,Ibi Dreams of Pavement (A Better Day),rock
27366,Broken Social Scene,7/4 (Shoreline),rock
27367,Broken Social Scene,Fire Eye'd Boy / Canada vs. America,rock
27368,Broken Social Scene-Kevin Drew,Tbtf,rock
27369,Broken Social Scene-Kevin Drew,Backed Out On The...,rock
27376,Bo Diddley,Back to School / Ooh Baby,rock
27377,Bo Diddley,I'm High Again / Another Sugar Daddy,rock
27378,Bright Eyes,I Will Be Grateful for This Day,rock
27379,Bright Eyes,Lua,rock
27380,Bright Eyes,Take It Easy (Love Nothing),rock
27381,Bright Eyes,First Day of My Life,rock
27382,Bright Eyes,Easy/Lucky/Free,rock
27402,Brian Eno,Spinning Away,rock
27404,Brian Eno,An Ending (Ascent) (Leama & Moor Rmx),rock
27405,Brian Eno,Chain,rock
27406,blink‐182,All the Small Things,rock
27407,blink‐182,Adam’s Song,rock
27408,blink‐182,Man Overboard,rock
27409,blink‐182,The Rock Show,rock
27410,Barenaked Ladies,Jane,rock
27411,BAP,Aff un zo,rock
27412,BAP,Shoeshine,rock
27413,BAP,Schluss, aus, okay,rock
27414,BAP,Wann immer du nit wiggerweiß,rock
27415,BAP,Für Maria,rock
27416,BAP,Frau, ich freu mich,rock
27424,Clinic,The Second Line,rock
27429,Clan of Xymox,A Day,rock
27432,Christina Aguilera,Reflection,rock
27433,Brenda Lee,Fairyland / One Step at a Time,rock
27434,Brenda Lee,Rockin' Around the Christmas Tree,rock
27435,Brenda Lee,Let's Jump the Broomstick,rock
27436,Brenda Lee,Sweet Nothin's,rock
27437,Brenda Lee,I Want to Be Wanted (Per Tutta La Vita) / Just a Little,rock
27438,Brenda Lee,Fool #1,rock
27439,Christian Death,Believers of the Unpure,rock
27440,Cop Shoot Cop,Two at a Time,rock
27441,Cop Shoot Cop,Any Day Now,rock
27442,Meathead-Cop Shoot Cop,Kill a Cop for Christ and Bring Us His Head,rock
27443,Hazel O’Connor-Chris Thompson,Push & Shove,rock
27444,Chris Rea,So Much Love,rock
27445,Chris Rainbow,Ich bau dir ein Schloss,rock
27446,Chris Norman-Suzi Quatro,Stumblin' In,rock
27453,BiS,Fly / Hi,rock
27454,BiS,STUPiG,rock
27455,BiS,FiNAL DANCE / nerve,rock
27456,Bryan Ferry,I Put a Spell on You,rock
27457,Bryan Ferry,Will You Love Me Tomorrow,rock
27458,Bryan Ferry,Your Painted Smile,rock
27459,Bryan Ferry,Mamouna,rock
27460,Bryan Ferry,Goddess of Love,rock
27461,Bryan Ferry,It's All Over Now, Baby Blue,rock
27462,Cock Sparrer,We Love You,rock
27463,Cock Sparrer,England Belongs to Me,rock
27464,Cock Sparrer,Too Late,rock
27470,CMX,Manalainen,rock
27471,CMX,Kultanaamio,rock
27472,CMX,Ruoste,rock
27473,CMX,Pelasta maailma,rock
27474,CMX,Aamutähti,rock
27475,CMX,Nimetön,rock
27476,CMX,Vallat ja väet,rock
27477,CMX,Ei yksikään,rock
27480,Broken Social Scene,Forced To Love,rock
27481,Bright Eyes,Gold Mine Gutted,rock
27482,Bright Eyes,Four Winds,rock
27483,Bright Eyes,Endless Entertainment,rock
27484,Bright Eyes,Singularity,rock
27495,blink‐182,First Date,rock
27496,blink‐182,I Won't Be Home for Christmas,rock
27497,blink‐182,Stay Together for the Kids,rock
27498,blink‐182,Feeling This,rock
27499,blink‐182,I Miss You,rock
27500,blink‐182,Down,rock
27501,blink‐182,Always,rock
27502,BAP,Verdamp lang her: Die verdammt lange Single!,rock
27503,BAP,Verdamp Lang Her (Die Verdammt Lange Single Part I),rock
27504,BAP-Culcha Candela,Time Is Cash, Time Is Money,rock
27510,Cherry Poppin’ Daddies,Zoot Suit Riot,rock
27513,Cher,All I Really Want to Do,rock
27519,Santana-Chad Kroeger,Into the Night,rock
27520,Avril Lavigne-Chad Kroeger,Let Me Go,rock
27522,Space,The Ballad of Tom Jones,rock
27523,Tom Jones-Cerys Matthews,Baby, It's Cold Outside,rock
27524,Cerys Matthews,Caught in the Middle, Part 1,rock
27528,Dan Fogelberg,Leader of the Band,rock
27541,D-A-D,Jihad,rock
27542,Clinic,The Return of Evil Bill,rock
27543,Clinic,Distortions,rock
27544,Clinic,Walking With Thee,rock
27545,Clinic,Come Into Our Room,rock
27546,Clinic,The Magician,rock
27547,Clinic,Circle of Fifths,rock
27548,Clinic,Tusk,rock
27549,Clinic,Harvest,rock
27569,Christina Aguilera,Genie in a Bottle,rock
27570,Christina Aguilera,The Christmas Song,rock
27571,Christina Aguilera,What a Girl Wants,rock
27572,Christina Aguilera,Just Be Free,rock
27573,Christina Aguilera,I Turn to You,rock
27574,Brenda Lee,It's Never Too Late / You Can Depend On Me,rock
27575,Brenda Lee,Break It to Me Gently,rock
27576,Brenda Lee,Here Comes That Feeling,rock
27577,Brenda Lee,It Started All Over Again / Heart in Hand,rock
27578,Brenda Lee,All Alone Am I / Save All Your Lovin' for Me,rock
27579,Christian Death,Church of No Return,rock
27580,Christian Death,Sick of Love,rock
27581,Christian Death,What's the Verdict,rock
27582,Christian Death,I Hate You / We Fall Like Love,rock
27583,Christian Death,Zero Sex,rock
27584,Christian Death,Skeleton Kiss,rock
27585,Manfred Mann’s Earth Band-Chris Thompson,Do Anything You Wanna Do,rock
27586,Manfred Mann’s Earth Band-Chris Thompson,Going Underground,rock
27587,S.O.S. United-Chris Thompson,Lullaby For Grownups (Good Night),rock
27588,Chris Thompson,Take Me To Heaven,rock
27589,Chris Thompson,The Challenge (Face It),rock
27590,Farfarello-Chris Thompson,Sea of Emotion,rock
27591,Chris Rea,Fool (If You Think It’s Over),rock
27592,Chris Rea,Whatever Happened to Benny Santini?,rock
27593,Chris Rea,Diamonds / Cleveland Calling,rock
27594,Chris Rea,Driving Home for Christmas / Hello Friend (Re-Recorded),rock
27595,Chris Norman,Amazing,rock
27596,Chris Norman,Without Your Love,rock
27597,Chris Norman,Gypsy Queen,rock
27613,Bryan Ferry,You Can Dance,rock
27614,Bryan Ferry,BF Bass (Ode to Olympia),rock
27615,Bryan Ferry,Avonmore (Remixes),rock
27621,CMX,Sillanrakentaja,rock
27622,CMX,Surunmurhaaja,rock
27623,CMX,Myrskyn ratsut,rock
27624,CMX,Jatkuu niinkuin sade,rock
27625,CMX,Iliman pielet,rock
27626,CMX,Meidän syntimme,rock
27627,CMX,Pohjoista leveyttä,rock
27635,blink‐182,Up All Night,rock
27636,blink‐182,Bored to Death,rock
27644,Lydia Loveless-Cory Branan,I Would Die 4 U / Under the Cherry Moon,rock
27646,Cher,Alfie / She's No Better Than Me,rock
27647,Cher,Rudy,rock
27648,Cher,I Found Someone,rock
27649,Cher,The Shoop Shoop Song (It's in His Kiss),rock
27650,Cher,Love and Understanding,rock
27661,Cerys Matthews,Open Roads,rock
27671,Dionne Warwick,Are You There (With Another Girl) / If I Ever Make You Cry,rock
27674,Dan Fogelberg,Missing You,rock
27677,D-A-D,Nineteenhunderedandyesterday,rock
27678,Clinic,If You Could Read Your Mind,rock
27679,Clinic,Free Not Free,rock
27680,Clinic,The Witch,rock
27681,Clinic,Tomorrow,rock
27682,Clinic,I'm Aware,rock
27683,Clinic,Bubblegum,rock
27684,Clinic,Miss You,rock
27685,Clinic-Sex Swing,Tape for Jase / Night-Time Worker,rock
27688,Clan of Xymox,Out of the Rain,rock
27689,Clan of Xymox,This World,rock
27690,Clan of Xymox,Consolation,rock
27691,Clan of Xymox,Liberty,rock
27692,Clan of Xymox,Emily,rock
27707,Christina Aguilera,Come On Over Baby (All I Want Is You),rock
27708,Ricky Martin-Christina Aguilera,Nobody Wants to Be Lonely,rock
27709,Christina Aguilera-Lil’ Kim-Mýa-P!nk,Lady Marmalade,rock
27710,Christina Aguilera,Falsas Esperanzas Remixes,rock
27711,Christina Aguilera,Genie in a Bottle / Come On Over Baby,rock
27712,Christina Aguilera-Redman,Dirrty,rock
27714,Brenda Lee,Always on My Mind / That Ain't Right,rock
27715,Chris Thompson,Beat of Love,rock
27716,Chris Thompson,Tower of Love,rock
27717,Jan Hammer-Chris Thompson,Seeds of Life,rock
27718,Chris Thompson,Blinded by the Light,rock
27719,Chris Thompson-Meghan Tonjes,Everything has Changed,rock
27720,Chris Thompson-Meghan Tonjes,Love Me Like You Do,rock
27721,Chris Rea,On the Beach (summer ’88),rock
27722,Chris Rea,Auberge,rock
27723,Chris Rea,Heaven,rock
27724,Chris Rea,Looking for the Summer,rock
27725,Chris Rea,Nothing to Fear,rock
27739,CMX,Minun sydämeni on särkynyt,rock
27740,CMX,Minne paha haudattiin,rock
27741,CMX,Lepattajat,rock
27742,CMX,Melankolia,rock
27743,CMX,Palvelemaan konetta,rock
27751,Die Ärzte,Paul,rock
27752,Diabologum,Les garçons ont toujours raison,rock
27758,Derek and the Dominos,Got to Get Better in a Little While / Layla,rock
27759,Der Blutharsch,Der Blutharsch,rock
27771,Dennis DeYoung,A Love Foretold,rock
27772,Delta Goodrem,I Don't Care,rock
27773,Deity Guns-Fisherman,Doors of India / Gone Fishin',rock
27775,Def Leppard,Wasted,rock
27776,Deer Tick,Water Friends For?,rock
27777,Deer Tick,The Great Smoke Off,rock
27778,Declan O’Rourke,Christmas Wine,rock
27781,Cher,Love Hurts,rock
27782,Cher-Beavis and Butt-Head,I Got You Babe,rock
27783,Cher-Chrissie Hynde-Neneh Cherry-Eric Clapton,Love Can Build a Bridge,rock
27784,Cher,Walking in Memphis,rock
27799,Dionne Warwick,Take It From Me,rock
27800,Dionne Warwick,Got A Date,rock
27801,Diesel,Come to Me,rock
27802,Diesel,Tip of My Tongue,rock
27803,Diesel,Man Alive,rock
27804,Diesel,Never Miss Your Water,rock
27805,Diesel,Masterplan,rock
27814,Christina Aguilera,Beautiful,rock
27815,Christina Aguilera,Fighter,rock
27816,Christina Aguilera,The Voice Within,rock
27817,Christina Aguilera-Lil’ Kim,Can't Hold Us Down,rock
27818,Christina Aguilera,Fighter,rock
27819,Chris Rea,Soft Top, Hard Shoulder,rock
27820,Chris Rea,Too Much Pride,rock
27821,Chris Rea,You Can Go Your Own Way,rock
27822,Chris Rea,Tell Me There's a Heaven,rock
27823,Chris Rea,The Blue Cafe,rock
27824,Chris Rea,Square Peg, Round Hole,rock
27828,CMX,Uusi ihmiskunta,rock
27829,CMX,Kain,rock
27830,CMX-Kotiteollisuus-51koodia,Vapaus johtaa kansaa,rock
27831,CMX,Kuolemaantuomitut,rock
27842,David Lindley,Brother John,rock
27843,David Knopfler,Lonely Is The Night,rock
27856,Die Ärzte,Zu spät,rock
27857,Die Ärzte,Du willst mich küssen,rock
27858,Die Ärzte,Wegen Dir,rock
27859,Die Ärzte,Für immer,rock
27860,Edgar Winter,Above and Beyond,rock
27869,Der Blutharsch,First,rock
27870,Der Blutharsch,The Moment of Truth,rock
27871,Der Blutharsch,Der Gott der Eisen wachsen ließ,rock
27872,Nový Svět-Der Blutharsch,Inutiles,rock
27873,Der Blutharsch,The Long Way Home,rock
27874,Der Blutharsch,Good Luck to You!,rock
27875,Der Blutharsch-Nový Svět,Cafe Mentone,rock
27879,Duvall,Racine,rock
27880,Duvall,Standing at the Door,rock
27885,Delta Goodrem,Born to Try,rock
27886,Delta Goodrem,Lost Without You,rock
27887,Delta Goodrem,Predictable,rock
27888,Delta Goodrem,Not Me, Not I,rock
27889,Delta Goodrem,Out of the Blue,rock
27890,Delta Goodrem,Mistaken Identity,rock
27891,Brian McFadden-Delta Goodrem,Almost Here,rock
27897,Def Leppard,Hello America,rock
27898,Def Leppard,Let It Go,rock
27899,Def Leppard,Bringin’ On the Heartbreak,rock
27900,Def Leppard,Photograph,rock
27901,Def Leppard,Rock of Ages,rock
27902,Def Leppard,Too Late for Love,rock
27903,Cher,One by One,rock
27904,Cher,Not Enough Love in the World,rock
27905,Cher,The Sun Ain't Gonna Shine Anymore,rock
27906,Cher,Paradise Is Here,rock
27907,Cher,Believe,rock
27909,Diesel,I've Been Loving You Too Long,rock
27910,Diesel,All Come Together,rock
27911,Diesel,All Come Together,rock
27912,Diesel,15 Feet of Snow,rock
27913,Diesel,Get It On,rock
27914,Diesel,Angel Face,rock
27915,Diesel,Crazytown,rock
27916,Diesel,Saviour,rock
27922,Christina Aguilera,Car Wash,rock
27923,Christina Aguilera,Ain't No Other Man,rock
27924,Christina Aguilera,Hurt,rock
27925,P. Diddy-Christina Aguilera,Tell Me,rock
27926,Christina Aguilera,Candyman,rock
27927,Christina Aguilera,Oh Mother,rock
27928,Chris Rea,All Summer Long,rock
27929,Chris Rea-Shirley Bassey,'Disco' la Passione,rock
27930,Chris Rea,Joys of Christmas,rock
27931,Chris Rea,Sweet Summer Day,rock
27932,Chris Rea,Texas,rock
27933,Chris Rea,The Road to Hell,rock
27934,Dum Dum Girls,Long Hair,rock
27935,Dum Dum Girls,Jail La La,rock
27937,DragonForce,Fury of the Storm,rock
27938,DragonForce,Heroes of Our Time,rock
27939,Dragon Ash,Rainy Day and Day,rock
27941,Downliners Sect,Baby What's Wrong / Be a Sect Maniac,rock
27942,Downliners Sect,Little Egypt / Sect Appeal,rock
27944,Doug Gillard,Breaking In Two / So Much More,rock
27945,Deborah Harry,Feel the Spin,rock
27948,Deborah Harry,I Want That Man,rock
27949,Deborah Harry-Iggy Pop,Well, Did You Evah!,rock
27950,Deborah Harry,I Can See Clearly,rock
27951,Groove Thing,Command and Obey,rock
27952,Moby,New York, New York,rock
27955,David Knopfler,Mercy With the Wine,rock
27957,Donots,Room With a View (Give Me Shelter),rock
27960,My Awesome Compilation-Fall Out Boy,My Awesome Compilation / Fall Out Boy,rock
27961,Faith No More,Anne’s Song,rock
27962,Fad Gadget,Back to Nature,rock
27973,Die Ärzte,Ist das alles?,rock
27974,Die Ärzte,Gehn wie ein Ägypter,rock
27975,Die Ärzte,2000 Mädchen,rock
27976,Die Ärzte,Radio brennt,rock
27977,Die Ärzte,Ich ess’ Blumen,rock
27978,Die Ärzte,Westerland,rock
27986,Der Blutharsch,Time Is Thee Enemy!,rock
27987,Der Blutharsch,Vittoriale,rock
27988,Der Blutharsch,So Bring Your Iron Rain Down Upon Me,rock
27989,Der Blutharsch-Dernière Volonté,[untitled],rock
27990,Der Blutharsch,[untitled],rock
27991,Der Blutharsch,[untitled],rock
27997,Delta Goodrem,Be Strong,rock
27998,Delta Goodrem,Together We Are One,rock
27999,Delta Goodrem,Flawed,rock
28000,Delta Goodrem,In This Life,rock
28001,Delta Goodrem,Believe Again,rock
28002,Brian McFadden-Delta Goodrem,Mistakes,rock
28003,Delta Goodrem,Believe Again (Ron Van Den Beuken Remix),rock
28011,Def Leppard,Foolin’,rock
28012,Def Leppard,Pour Some Sugar on Me,rock
28013,Def Leppard,Hysteria,rock
28014,Def Leppard,Animal,rock
28015,Def Leppard,Armageddon It,rock
28016,Cher,Strong Enough,rock
28017,Cher,All or Nothing,rock
28018,Cher,Dov'è l'amore,rock
28019,Cher,The Music's No Good Without You,rock
28020,Cher,Alive Again,rock
28021,Cher,Song for the Lonely,rock
28022,Christina Aguilera,Slow Down Baby,rock
28023,Christina Aguilera,Keeps Gettin' Better,rock
28024,Christina Aguilera,Not Myself Tonight,rock
28025,Christina Aguilera-Nicki Minaj,Woohoo,rock
28026,Christina Aguilera,You Lost Me,rock
28027,Christina Aguilera,I Hate Boys,rock
28028,Maroon 5-Christina Aguilera,Moves Like Jagger,rock
28029,Faces,Cindy Incidentally,rock
28030,Aenima,Argonaut / Puppet Circus,rock
28031,F.E.V.E.R.,Bipolar [-],rock
28032,F.E.V.E.R.,Resurrection,rock
28040,Every Little Thing,Feel My Heart,rock
28041,The Spin Masters-Everlast,Bustin' Loose / Syndication,rock
28043,Eurythmics,Sweet Dreams (Are Made of This),rock
28047,Dum Dum Girls-Male Bonding,Pay For Me / Before It’s Gone,rock
28048,Dum Dum Girls,Stiff Little Fingers / Dream Away Life,rock
28049,Dum Dum Girls,Bhang Bhang, I’m a Burnout,rock
28050,Crocodiles-Dum Dum Girls,Merry Christmas, Baby (Please Don’t Die),rock
28051,Dum Dum Girls,Coming Down,rock
28052,Merchandise-Dum Dum Girls,Red Sun,rock
28053,Jena Lee-Eskemo,Éternise-moi,rock
28056,DragonForce,Cry Thunder,rock
28057,DragonForce,The Game,rock
28059,Dragon Ash,Let Yourself Go, Let Myself Go,rock
28060,Dragon Ash,Grateful Days,rock
28061,Dragon Ash,I Love Hip Hop,rock
28062,Dragon Ash,Under Age's Song,rock
28063,Dragon Ash,Deep Impact,rock
28064,Dragon Ash,Summer Tribe,rock
28065,Dragon Ash,Lily's E.P.,rock
28073,Downliners Sect,Find Out What's Happening / Insecticide,rock
28074,Downliners Sect,Wreck of the Old '97 / Leader of the Sect,rock
28075,Downliners Sect,He Was a Square / All Night Worker,rock
28076,Downliners Sect,The Cost of Living / Everything I've Got to Give,rock
28077,Downliners Sect,Cadillac / Roll Over Beethoven,rock
28081,Eros Ramazzotti,Se bastasse una canzone,rock
28082,Deborah Harry,Fit Right In,rock
28084,Eric Burdon,Run For Your Live,rock
28085,Erasure,Heavenly Action,rock
28090,Donots,Saccharine Smile,rock
28091,Donots,Big Mouth,rock
28092,Donots,We’re Not Gonna Take It,rock
28093,Donots,Calling,rock
28094,Donots,Forever Ends Today,rock
28095,Donots,Come Away With Me,rock
28096,Anti‐Flag-Donots-Beatsteaks-Billy Talent,Toast to Freedom,rock
28098,Fall Out Boy,This Ain't a Scene, It's an Arms Race,rock
28099,Fall Out Boy,Sugar, We’re Goin Down,rock
28100,Fall Out Boy,Dance, Dance,rock
28101,Fall Out Boy,A Little Less Sixteen Candles, a Little More “Touch Me”,rock
28102,Fall Out Boy,Thnks fr th Mmrs,rock
28103,Fall Out Boy,“The Take Over, the Breaks Over”,rock
28104,Faith No More,Chinese Arithmetic,rock
28105,Faith No More,Epic,rock
28106,Faith No More,From Out of Nowhere,rock
28107,Faith No More,Falling to Pieces,rock
28108,Faith No More,A Small Victory,rock
28109,Faith No More,I’m Easy,rock
28110,Faith No More,Everything’s Ruined,rock
28111,Fad Gadget,Ricky’s Hand,rock
28112,Fad Gadget,Fireside Favourite,rock
28113,Fad Gadget,Make Room,rock
28114,Fad Gadget,Saturday Night Special,rock
